,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,malware,count
907,[-0.5528304166666667],[0.046937206833333335],[-0.027041571333333337],[-0.10342083483333332],[-0.10871519416666668],[-0.02216601283333333],[0.4997140666666667],[0.9778918000000001],[0.07228104766666667],[-0.15741876666666668],[0.5751389416666667],[-0.32373234166666665],[0.6801256000000001],[-0.35539021],[-0.3246038766666667],[-0.32987926166666665],[-1.1665970333333333],[0.9349269333333333],[-0.07219089366666667],[0.443709865],[-0.15960616983333334],[0.163606231],[-0.30662022333333333],[0.30761693999999995],[0.06832365333333333],[-4.325166666666047e-06],[0.2985279583333333],[-0.5246937933333333],0,6
908,[-0.5315335066666668],[-0.028988237500000003],[-0.26011755],[0.014568432000000001],[-0.29115599000000003],[-0.10679480550000002],[0.31787125499999996],[0.45953412666666665],[0.3336383335],[0.034976289],[0.6053924883333334],[-0.32113691833333335],[0.2204111155],[-0.3911465699999999],[-0.3811532483333333],[-0.2074293266666667],[-0.7989032399999999],[0.5816177416666667],[-0.10890568566666665],[0.26865204833333334],[0.04861011499999999],[-0.015069770000000001],[-0.20560587499999997],[0.20713928666666667],[0.23212557499999997],[-0.17156065500000003],[0.3582398983333333],[-0.2654425183333333],0,6
909,[-0.7476875683333333],[-0.13033236833333334],[-0.3133895755],[-0.07157810166666666],[-0.22935170666666668],[-0.327097798],[0.574452065],[0.4307376033333334],[0.31708187266666665],[-0.038049717499999997],[0.6403666783333334],[-0.16551685333333332],[0.5613586233333333],[-0.02290213333333334],[-0.26864993833333334],[-0.5658387116666667],[-0.7690140766666667],[0.548530085],[-0.008824169499999998],[0.08052910950000002],[-0.024055889833333333],[0.039072898],[-0.3545501616666667],[0.27852095666666665],[0.5339280616666667],[-0.05348126166666667],[0.4766219516666667],[-0.19994946833333335],0,6
910,[-0.8838694666666665],[-0.058028844999999996],[-0.044062666],[-0.17852159449999996],[-0.057383191666666666],[-0.261616693],[0.2783532],[1.1229388416666668],[0.21891984499999997],[0.08807771133333335],[0.6947794566666667],[-0.36983899616666666],[0.28663438766666666],[-0.20510601733333333],[-0.34240332166666665],[-0.616587705],[-0.8635735333333333],[0.5103835216666667],[-0.017114591833333335],[-0.007251015666666656],[0.00022114700000000023],[-0.010727528],[-0.5077538683333334],[0.2079714526666667],[0.32233105666666667],[-0.019329426666666667],[0.3245438516666666],[-0.10846081],0,6
911,[-0.6322596816666667],[-0.05763064633333334],[-0.1960620816666667],[0.11810335566666667],[-0.10516820383333332],[0.007183420000000003],[0.4434908183333333],[0.70367912],[0.11879572733333334],[-0.03873720666666666],[0.574191995],[-0.22330420666666664],[0.6394789583333333],[-0.27603517666666666],[-0.46449604166666664],[-0.5581743216666667],[-0.9031270866666667],[0.5772924916666667],[0.026942954999999994],[0.17988160433333333],[-0.1770076205],[0.22485605766666672],[0.11339344333333336],[0.164089309],[0.12153829249999999],[-0.11083724766666665],[0.41493444333333335],[-0.4377636866666667],0,6
912,[-1.6077842200000003],[-0.16856676199999998],[-1.3799949],[-0.19292525],[0.8684737095999999],[-0.71914839],[0.26301439320000003],[0.7023607829999999],[0.21732933399999999],[-0.885926452],[1.244640086],[-0.41233759540000003],[1.075032744],[0.05955986320000001],[-0.176514078],[-0.873036136],[-0.14352627],[0.5136969752],[-1.14114308],[-0.1339540278],[-1.4613773599999997],[-0.3568933872],[-0.319855698],[-0.5911807099999999],[1.115980086],[0.0964910802],[0.47126219799999997],[-0.5171489819999999],0,5
913,[-2.9291570166666667],[0.08854111666666666],[-1.4745198833333335],[0.7659493950000001],[-0.3726838216666666],[-0.4976297],[0.3330301433333333],[1.1962210783333334],[1.0217443716666665],[-0.12179357249999999],[1.5123342616666668],[-0.42541285666666667],[0.46085334066666667],[0.9108049366666666],[-1.436607946666667],[-1.0298755233333334],[-0.17927283349999998],[1.9576420333333333],[-1.0734534416666666],[-0.27530615533333336],[-1.5581552399999998],[-0.3630013100000001],[0.375389225],[0.6307591066666668],[0.9355148300000001],[0.13461775899999998],[1.1075813700000001],[-1.3447883666666665],0,6
914,[-1.1241209766666667],[-0.14568508666666666],[-0.908154625],[-0.02619007333333334],[0.4278651041666666],[-0.33930477333333336],[0.5969645103333333],[0.9453810416666667],[0.11847131200000001],[-0.4777481666666667],[0.7294156873333333],[-0.5042433333333333],[0.8263658516666667],[0.03118512733333333],[-0.2526637856666667],[-0.9592713283333333],[-0.20058511333333331],[0.5055760816666667],[-0.9083835583333335],[-0.03499549766666666],[-0.8552773800000001],[-0.13549328299999996],[-0.15251115166666665],[-0.06154195833333329],[0.6307181766666666],[0.025832994999999994],[0.63851888],[-0.8084439433333334],0,6
915,[-1.0849503333333335],[0.02532240316666666],[-0.3804879561666666],[-0.5297090653333333],[0.4716998033333333],[-0.6452497716666666],[0.3448561028333333],[0.48268644],[0.3624734916666667],[0.4039068365],[0.7967286766666666],[0.04999608333333333],[0.8757514866666668],[0.1819769588333333],[-0.39105129250000004],[-0.7695878766666667],[-0.4374341558333333],[0.7206807616666665],[-0.11554312083333333],[-0.29725136933333335],[-0.6226470033333333],[-0.15889331],[-0.3482930886666667],[0.2862200291666667],[0.6050897633333333],[0.012972885333333342],[0.48019265833333336],[-0.310555185],0,6
916,[-0.8482935140000001],[-0.0842207994],[-0.17065412060000001],[-0.1443446974],[0.66811938],[-0.213886954],[0.6539851980000001],[0.49070187],[0.08778431440000001],[-0.244865571],[0.584597466],[-0.20378097],[0.36698966439999997],[-0.146427574],[-0.0567094264],[-0.6833565760000001],[-0.48019176],[0.332815292],[-0.185456237],[-0.0844176562],[-0.412788048],[-0.606102758],[-0.287298178],[0.20368881600000002],[0.27744882200000004],[-0.14749238],[0.331332708],[-0.357542656],0,5
917,[-0.8092723883333334],[-0.15045650266666669],[-0.14867779250000002],[-0.2972902800000001],[0.2910963056666666],[-0.32725920066666675],[0.577906125],[0.5503737216666666],[0.21985705833333333],[0.0824473075],[0.5077773250000001],[-0.10021345833333335],[0.8715251183333333],[0.019939887333333333],[-0.31417764249999997],[-0.8100610816666668],[-0.3972293183333333],[0.6497737816666667],[-0.15561517416666668],[-0.17684946083333333],[-0.6127322833333334],[-0.06722365400000001],[-0.42666844333333337],[0.079108081],[0.53703336],[0.006151633333333332],[0.39654002166666663],[-0.2984079533333333],0,6
918,[-0.8424781266666667],[0.026960008499999997],[-0.21342889833333334],[-0.4647789166666667],[0.11950290166666666],[-0.5510801783333333],[0.6626199283333333],[0.35789391833333334],[0.658047985],[-0.03292246166666667],[0.93592146],[-0.09171957850000001],[0.6291120916666667],[-0.15250341416666668],[-0.34087509833333335],[-0.876441555],[-0.3987425866666667],[0.6474022133333333],[-0.09884453316666668],[-0.25783491233333333],[-0.5460847383333333],[-0.24044728566666665],[-0.4209015016666666],[0.36807507666666667],[0.6536563333333333],[0.076495253],[0.5498833733333334],[-0.25280064333333335],0,6
919,[-0.7890549583333333],[0.06995195716666666],[-0.22089741733333335],[-0.45411427833333334],[-0.12816406],[-0.5765292166666667],[0.5118994083333334],[0.6993594883333335],[0.9359291583333335],[-0.3445926733333333],[1.2743734333333332],[-0.25192652883333333],[0.9886146416666666],[-0.20945526683333335],[-0.5466106049999999],[-0.8718671833333334],[-0.49584040833333337],[0.90680168],[-0.205843577],[-0.15309824166666666],[-0.8573321583333332],[-0.332086911],[-0.409635105],[0.48109655333333334],[0.7859436333333334],[-0.028297895666666666],[0.3957177033333333],[-0.297314475],0,6
920,[-0.883868792],[-0.047721227],[-0.19015484759999998],[-0.33541827199999996],[0.275307766],[-0.6395550040000001],[0.5357060199999999],[0.275075426],[0.45500168199999996],[0.253842414],[0.7130919199999999],[-0.020860104199999997],[0.5717574008],[-0.032763284],[-0.30017867],[-0.704857392],[-0.345241784],[0.5129509139999999],[-0.1118627848],[-0.14666403639999998],[-0.43848527400000004],[-0.30395052599999994],[-0.33906266],[0.168337697],[0.444172762],[0.073909278],[0.443469264],[-0.0529616642],0,5
921,[-1.0718486833333334],[-0.10524790049999999],[-0.27423894899999995],[-0.47753650166666667],[0.3153530033333333],[-0.7280677333333334],[0.7759886850000001],[0.22561566833333332],[0.5548269166666667],[0.22067601733333334],[0.7189137950000001],[0.0605525085],[0.745893615],[0.1420235351666667],[-0.39176716000000006],[-0.8335212816666667],[-0.4035677016666666],[0.6971128883333333],[-0.15364639866666666],[-0.22000033899999996],[-0.48922791666666665],[-0.21404910166666669],[-0.3877246683333333],[0.18473891333333334],[0.9523835133333334],[0.03240464949999999],[0.611423405],[-0.011218312166666666],0,6
922,[-1.0059833416666668],[-0.11323850499999999],[-0.2779689216666667],[-0.2115985743333333],[0.32028524166666666],[-0.40753995383333336],[0.32144368000000006],[0.634805685],[0.5236982333333334],[0.14720656666666668],[0.8564860383333333],[0.01223772],[0.8395528333333333],[0.02671105733333333],[-0.34165913000000003],[-0.7167791733333333],[-0.30022336433333335],[0.672679184],[-0.13026958433333333],[-0.11568530583333332],[-0.5068277449999999],[-0.437551115],[-0.40061789],[0.24892332883333335],[0.740219695],[-0.130089856],[0.46912672283333334],[0.030007461166666666],0,6
923,[-0.9409787916666666],[-0.04386453266666667],[-0.14332421666666664],[-0.28239499583333333],[0.4037567233333333],[-0.637556515],[0.7732854716666666],[0.3789361133333333],[0.5304880083333333],[0.25122009166666665],[0.8476808533333333],[0.14917690083333332],[0.8486028033333334],[0.05521843483333333],[-0.23926783016666667],[-0.8153631966666667],[-0.39107420333333326],[0.6024772166666666],[-0.06543999316666665],[-0.13147964650000002],[-0.4354848500000001],[-0.294765465],[-0.44541737833333334],[0.22116350433333332],[0.65924347],[-0.032857661833333336],[0.5050971066666666],[0.0010204756666666686],0,6
924,[-0.979387626],[-0.0730346882],[-0.247355264],[-0.42235424000000005],[0.334044366],[-0.582830368],[0.567763039],[0.395929604],[0.634138184],[-0.0019073137999999989],[0.886952234],[-0.08207380660000001],[0.489762076],[0.08846095539999999],[-0.36404706],[-0.6601483960000001],[-0.4026908724],[0.646270332],[-0.44573374999999993],[-0.2083359694],[-0.49644174999999996],[-0.0603714306],[-0.461813278],[-0.005905705999999994],[0.662015096],[0.07386126479999999],[0.44287648599999996],[0.0157438866],0,5
925,[-0.9509808116666667],[-0.09457197933333333],[-0.18773140216666664],[-0.19802323166666666],[0.1812531585],[-0.47931498166666664],[0.54772771],[0.42201154999999996],[0.36363576],[0.16457679666666666],[0.73033926],[-0.14122927166666668],[0.9568109216666668],[0.052761395833333335],[-0.4104095716666667],[-0.9169130666666666],[-0.43369128833333326],[0.6007481250000001],[-0.13887763733333333],[-0.05588509316666667],[-0.516327665],[-0.071770371],[-0.30080594499999996],[0.10546626716666667],[0.6996200866666668],[-0.06504619566666667],[0.5191057616666667],[-0.03992951833333334],0,6
926,[-0.8879204416666667],[-0.05217084983333334],[-0.1775445333333333],[-0.47786990333333335],[0.29391644833333336],[-0.6811628833333333],[0.596606085],[0.31834456333333333],[0.49779693333333336],[0.328013575],[0.802096835],[0.05355872566666667],[0.79304131],[0.0015337756666666663],[-0.2997972066666667],[-0.8123383766666666],[-0.3818201266666667],[0.5641737649999999],[0.009455517833333338],[-0.139037765],[-0.41643071833333334],[-0.103243512],[-0.39620164333333335],[0.30833053333333327],[0.6247300666666668],[0.051477869833333335],[0.568129335],[-0.01374835333333333],0,6
927,[-0.7606615949999999],[-0.07585555066666667],[-0.14133294500000002],[-0.3071900438333333],[0.22650739666666667],[-0.40346715333333333],[0.6198739966666666],[0.35125397499999994],[0.44811413166666664],[0.15481626750000002],[0.6661028916666666],[-0.040125759500000004],[0.692646195],[-0.011601534833333335],[-0.25128866333333333],[-0.7137380783333334],[-0.3663952449999999],[0.58640631],[-0.023667576666666666],[-0.13235903266666668],[-0.42315131999999994],[-0.10098925116666668],[-0.33767095166666666],[0.15404250666666666],[0.6069022516666668],[-0.010242699666666667],[0.5076969400000001],[-0.08116965966666667],0,6
928,[-0.665996224],[-0.015207931200000002],[-0.208760856],[-0.37129054599999994],[0.207594426],[-0.42259736400000003],[0.683053606],[0.222449308],[0.374034318],[0.056324167999999994],[0.7211202],[-0.039262543999999996],[0.5443444879999999],[-0.149037163],[-0.238281452],[-0.7631174460000001],[-0.447363062],[0.522363222],[-0.057841189599999995],[-0.1692603094],[-0.40639748000000003],[-0.19263377],[-0.453807982],[0.256580138],[0.6292543260000001],[0.034025085999999996],[0.49007668400000004],[-0.20608167800000002],0,5
929,[-0.5694304833333333],[0.021520485500000002],[-0.19617920666666666],[-0.3056195875],[0.15147846],[-0.45908053833333334],[0.6812909833333333],[0.29377745666666666],[0.31084539333333333],[0.07448186],[0.5708156583333334],[-0.037574929666666666],[0.59562104],[-0.0907338595],[-0.21253137249999998],[-0.6522741433333333],[-0.41721049499999996],[0.46819788333333334],[-0.053910222333333334],[-0.09798978666666668],[-0.4356800033333334],[-0.014511802333333332],[-0.39678975333333333],[0.206313632],[0.5447345116666668],[-0.012967688666666666],[0.543117255],[-0.15095829666666669],0,6
930,[-0.6731299583333333],[0.027183452166666674],[-0.22858769999999998],[-0.38920263499999996],[0.20368911083333333],[-0.5290412466666666],[0.7335938500000001],[0.2734452316666667],[0.5416150583333333],[0.101738282],[0.8124248399999999],[-0.04324548266666667],[0.6802654166666667],[-0.07616262616666666],[-0.28401067499999993],[-0.7756873266666667],[-0.36320188000000003],[0.5641423849999999],[-0.049630842333333335],[-0.20487471433333335],[-0.38982605],[-0.049108093666666665],[-0.37962993666666667],[0.32239663],[0.6073777266666667],[0.049088439000000005],[0.6070800766666666],[-0.17015004666666667],0,6
931,[-0.6803059833333333],[-0.025379695999999997],[-0.026513804666666665],[-0.39298799666666656],[0.18145310550000002],[-0.5128517100000001],[0.7052756733333333],[0.19777313166666666],[0.6380893233333333],[0.14423343766666666],[0.7767526499999998],[-0.15831528916666668],[0.6061169700000001],[-0.0030504741666666636],[-0.30133655],[-0.7754632166666666],[-0.38880334666666666],[0.5565935633333333],[-0.13382239516666666],[-0.161514135],[-0.42243138500000005],[-0.1570991973333333],[-0.45772562999999994],[0.3640836566666667],[0.57832231],[0.03283240216666667],[0.5615916716666666],[-0.098700695],0,6
932,[-0.650439406],[-0.0294662612],[-0.07805620320000001],[-0.4084637036],[0.29242918419999997],[-0.41107891700000004],[0.696384398],[0.53768954],[0.324300183],[0.01662408400000001],[0.774276366],[-0.0751964024],[0.49360965599999995],[0.0479013132],[-0.177778326],[-0.761467944],[-0.47771514800000003],[0.47761081],[-0.064977751],[-0.32081639000000006],[-0.5456746219999999],[-0.307247896],[-0.44519931799999996],[0.272696072],[0.7049594320000001],[0.0011950496000000007],[0.42149604599999996],[-0.373257292],0,5
933,[-0.6190081183333334],[-0.07728177966666668],[-0.05838432000000001],[-0.3349371616666667],[0.3330379333333333],[-0.4448240708333333],[0.43000747666666667],[0.5077225966666666],[0.2706617633333333],[0.22141345200000004],[0.6144817283333334],[-0.15893136033333333],[0.48939641583333343],[0.08284083950000001],[-0.19786298000000002],[-0.6660553333333333],[-0.45401042666666663],[0.4997648516666667],[-0.050445893666666665],[-0.12545336599999998],[-0.4111421766666666],[-0.1954955075],[-0.38068599166666667],[0.135897825],[0.443953565],[-0.08223648316666667],[0.4392775916666667],[-0.06501376333333335],0,6
934,[-0.604580605],[-0.12569142933333333],[-0.208193025],[-0.16427807883333334],[0.15856851866666666],[-0.3085444925],[0.35619152000000004],[0.5098608483333332],[0.10180830366666666],[-0.09256511983333333],[0.4165714583333333],[-0.15713328833333332],[0.6356733916666666],[-0.031020272833333324],[-0.34567763333333335],[-0.794700015],[-0.43882920333333336],[0.40380863333333333],[-0.19105768533333334],[-0.11056722166666666],[-0.46140369999999997],[0.02561096066666667],[-0.22965235716666665],[0.0626076225],[0.300513404],[0.009859576],[0.31816827166666667],[-0.23312720166666664],0,6
935,[-0.5715122233333334],[-0.19775283166666668],[-0.150868156],[-0.015498323333333335],[0.083485724],[0.04380446416666667],[0.33747141166666667],[0.5204808583333334],[0.08243326],[-0.06967068716666666],[0.35249485666666663],[-0.19505001966666669],[0.5534037866666667],[0.03729912283333333],[-0.368460865],[-0.6611952733333334],[-0.40841068],[0.37136291133333327],[-0.12256647683333334],[0.018290671500000005],[-0.39182671166666666],[0.11180647799999999],[-0.030471880500000003],[0.014251323833333336],[0.165599419],[-0.13943806416666668],[0.3812505066666667],[-0.25895497083333335],0,6
936,[-0.60222178],[-0.073129202],[0.0992995284],[-0.0073072806],[0.2507481286],[-0.0815879816],[0.287833152],[0.7229165479999999],[0.045900494],[-0.22469890140000004],[0.527966998],[-0.37269885999999997],[1.2472778400000002],[-0.082535363],[-0.46452545800000006],[-0.900032002],[-0.533973108],[0.399204314],[-0.1848155228],[0.05293490599999999],[-0.700266332],[-0.2058345568],[-0.370254906],[-0.11031754499999999],[0.21773727000000004],[0.05199139519999999],[0.12715655200000003],[-0.031871360599999995],0,5
